"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3140000","3140000-114-1996-00410","19960703","","01","영업/정상","01","영업","","","","","0226464331","356.40","158876","서울특별시 양천구 목동 904 목동신시가지아파트4단지 관리동 105호","서울특별시 양천구 목동서로 130, 관리동 105호 (목동, 목동신시가지아파트4단지)","07989","(주)이마트에브리데이 목동점","2021-04-16 16:37:57","U","2021-04-18 02:40:00.0","기타식품판매업","188580.483661607    ","447750.845210817    ","기타식품판매업","1","","주택가주변","기타","상수도전용","","0","0","0","0","","","","N","356.4","","",""
"3140000","3140000-114-1996-00413","19960703","","01","영업/정상","01","영업","","","","","0226488026","313.50","158050","서울특별시 양천구 목동 925 목동신시가지아파트 상가비동 102호","서울특별시 양천구 목동로 212, 상가비동 102호 (목동, 목동신시가지아파트)","07993","(주)지에스리테일목동7점","2016-02-11 17:21:12","I","2018-08-31 23:59:59.0","기타식품판매업","188248.45432693     ","447406.301288366    ","기타식품판매업","1","","주택가주변","기타","상수도전용","","0","0","0","0","","","","N","313.5","","",""
"3140000","3140000-114-2008-00004","20081006","","01","영업/정상","01","영업","","","","","0220624949","567.00","158861","서울특별시 양천구 신정동 1023-12 ","서울특별시 양천구 은행정로 5 (신정동)","08086","에이스마트","2021-06-23 15:02:31","U","2021-06-25 02:40:00.0","기타식품판매업","187520.306766633    ","446450.347274241    ","기타식품판매업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","",""
"3140000","3140000-114-2019-00001","2019-02-22","","01","영업/정상","01","영업","","","","","0226918955","594.99","158-815","서울특별시 양천구 목동 736-3 왕자상가아파트 1층 101,102,103,104호","서울특별시 양천구 목동중앙남로 38, 왕자상가아파트 1층 101,102,103,104호 (목동)","07960","마이식자재마트(주)","2023-02-23 11:08:10","U","2022-12-01 22:05:00.0","기타식품판매업","188175.450195493","448339.835468341","","","","","","","","","","","","","","","","","","",""
"3140000","3140000-114-2013-00005","2013-11-21","","01","영업/정상","01","영업","","","","","0226900770","1368.90","158-864","서울특별시 양천구 신정동 1182-11 지하1층","서울특별시 양천구 중앙로 237, 지하1층 (신정동)","08073","씨제이(CJ)빅마트","2023-02-08 14:52:14","U","2022-12-01 23:00:00.0","기타식품판매업","186990.07041522","446176.810389121","","","","","","","","","","","","","","","","","","",""
"3050000","3050000-114-2005-00002","20050318","","03","폐업","02","폐업","20150121","","","","0222163166","560.00","130840","서울특별시 동대문구 장안동 331-13 ","서울특별시 동대문구 장한로28길 44, 지하1층 (장안동)","02524","뉴코스코","2013-12-20 10:48:19","I","2018-08-31 23:59:59.0","기타식품판매업","206488.078041774    ","452268.60161862     ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3050000","3050000-114-2005-00003","20050421","","03","폐업","02","폐업","20150107","","","","0222435601","523.30","130840","서울특별시 동대문구 장안동 368-1 ","서울특별시 동대문구 답십리로 288 (장안동)","02637","롯데쇼핑(주) 롯데슈퍼 장안2동점","2014-08-06 09:42:40","I","2018-08-31 23:59:59.0","기타식품판매업","206325.349431713    ","452184.2101607      ","기타식품판매업","","","","","","","0","0","0","0","자가","","","N","523.3","","",""
"3150000","3150000-114-2008-00007","20081119","","01","영업/정상","01","영업","","","","","02  26024402","698.00","157874","서울특별시 강서구 화곡동 140-19 ","서울특별시 강서구 화곡로 180 (화곡동)","07727","진로마트","2013-11-20 09:49:06","I","2018-08-31 23:59:59.0","기타식품판매업","185946.278600107    ","448848.94973989     ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3150000","3150000-114-2006-00002","20060117","","01","영업/정상","01","영업","","","","","0226941092","358.00","157918","서울특별시 강서구 화곡동 1023-0 ","서울특별시 강서구 화곡로21길 78 (화곡동)","07706","알짜마트","2015-03-01 12:47:16","I","2018-08-31 23:59:59.0","기타식품판매업","185478.109095782    ","449151.714759043    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3070000","3070000-114-2002-00001","20020201","","03","폐업","02","폐업","20040818","","","","02 9252145","1,113.35","136060","서울특별시 성북구 돈암동 609-1 한진스포츠센타 ","","","아림한진마트","2003-08-16 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","200841.726990037    ","454721.505180141    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3150000","3150000-114-2004-00005","20040826","","03","폐업","02","폐업","20050809","","","","0226040384","396.00","157913","서울특별시 강서구 화곡동 969-7 ","","","신세기마트","2005-05-16 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","186646.289693208    ","449525.121062463    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3050000","3050000-114-2005-00004","20050719","","03","폐업","02","폐업","20140220","","","","0263700877","1,056.00","130864","서울특별시 동대문구 제기동 892-71 한솔동의보감  (왕산로247) ","서울특별시 동대문구 왕산로 109 (제기동,한솔동의보감  (왕산로247))","02568","진로마트","2011-06-07 11:27:15","I","2018-08-31 23:59:59.0","기타식품판매업","203075.098504907    ","452918.836458244    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3130000","3130000-114-2021-00002","20210720","","01","영업/정상","01","영업","","","","","02  335 1158","700.00","121886","서울특별시 마포구 합정동 395-3","서울특별시 마포구 월드컵로3길 76, 1층 (합정동)","04020","주식회사 윈플러스마트서부 마포점","2022-10-14 10:30:09","U","2021-10-30 23:06:00.0","기타식품판매업","191858.011461839","449691.888104672","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-114-2009-00008","20091117","","03","폐업","02","폐업","20170728","","","","02  769 1882","309.27","150701","서울특별시 영등포구 여의도동 1 국회후생관 1층 ","서울특별시 영등포구 의사당대로 1 (여의도동,국회후생관 1층)","07233","(주)농협유통하나로마트 국회점","2017-07-28 15:00:23","I","2018-08-31 23:59:59.0","기타식품판매업","192450.93552236     ","447649.476828035    ","기타식품판매업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","",""
"3050000","3050000-114-2005-00005","20050920","","03","폐업","02","폐업","20100414","","","","02 9594567",".00","130827","서울특별시 동대문구 이문동 250-1 이문제일시장  (이문로200) ","","","(주)이편한마트","2010-04-16 12:04:40","I","2018-08-31 23:59:59.0","기타식품판매업","205443.275160667    ","455790.631069022    ","기타식품판매업","","","","","","","0","0","0","0","자가","","","N","0","","",""
"3180000","3180000-114-2014-00002","20140627","","03","폐업","02","폐업","20221017","","","","","1,150.00","","","서울특별시 영등포구 영신로 166 (영등포동6가)","","청원마트","2022-10-17 20:44:20","U","2021-10-30 23:09:00.0","기타식품판매업","191278.120451739","446702.353367435","","","","","","","","","","","","","","","","","","",""
"3190000","3190000-114-2001-00816","20010216","","03","폐업","02","폐업","20010712","","","","0234778543","469.00","156815","서울특별시 동작구 사당동 105-0 우성(아)상가 지1층 ","","","옥토하이마트","2001-07-13 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","197802.054854046    ","443049.47147487     ","기타식품판매업","","","기타","기타","","","","","","","","","","N","0","","",""
"3050000","3050000-114-2005-00006","20051011","","03","폐업","02","폐업","20060509","","","","0222174545","597.38","130835","서울특별시 동대문구 장안동 94-11 ","","","한국유통","2005-10-11 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","206111.263779387    ","453098.621181381    ","기타식품판매업","","","","","","","0","0","0","0","자가","","","N","0","","",""
"3050000","3050000-114-2006-00001","20060118","","03","폐업","02","폐업","20070105","","","","0222151526","1,190.00","130030","서울특별시 동대문구 답십리동 80 외3필지 청솔우성상가 지하1층 ","","","(주)성원내추럴","2006-09-11 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","205208.167449959    ","452466.868525878    ","기타식품판매업","","","","","","","0","0","0","0","자가","0","0","N","0","","",""
"3200000","3200000-114-1999-00619","19991023","","01","영업/정상","01","영업","","","","","02 8880930","687.21","151832","서울특별시 관악구 봉천동 1638-20 ","서울특별시 관악구 남부순환로248길 35 (봉천동)","08793","원마트","2014-09-22 17:02:30","I","2018-08-31 23:59:59.0","기타식품판매업","196912.833572618    ","441358.893188526    ","기타식품판매업","0","0","기타","기타","","","0","0","0","0","","","","N","0","","",""
"3200000","3200000-114-1996-00729","19960704","","01","영업/정상","01","영업","","","","","02 8844322","613.99","151865","서울특별시 관악구 신림동 390-1 ","서울특별시 관악구 원신2길 34 (신림동)","08846","엠코중앙(대성마트)","2017-06-15 13:47:49","I","2018-08-31 23:59:59.0","기타식품판매업","193935.980017818    ","440969.217895676    ","기타식품판매업","0","0","기타","기타","","","0","0","0","0","","","","N","0","","",""
"3200000","3200000-114-2013-00003","20130923","","01","영업/정상","01","영업","","","","","02  69488000","3,705.00","151801","서울특별시 관악구 남현동 612-1 홈플러스 남현점 ","서울특별시 관악구 과천대로 909 (남현동, 홈플러스 남현점)","08808","홈플러스(주)서울남현점","2021-05-31 10:11:21","U","2021-06-02 02:40:00.0","기타식품판매업","198400.38041053     ","441062.629889011    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3050000","3050000-114-1985-00607","19851111","","03","폐업","02","폐업","19980716","","","","0209621253",".00","130864","서울특별시 동대문구 제기동 1126-0 ","","","세민물산","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","","","기타식품판매업","1","1","기타","관리","상수도전용","","","","","","","","","N","0","","",""
"3050000","3050000-114-1990-00604","19900716","","03","폐업","02","폐업","20030331","","","","02 9637744","1,525.92","130864","서울특별시 동대문구 제기동 892-71 ","","","(주)미도파마트","2003-06-26 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","203075.098504907    ","452918.836458244    ","기타식품판매업","0","0","기타","관리","상수도전용","","0","0","0","0","","","","N","0","","",""
"3050000","3050000-114-2006-00002","20060728","","03","폐업","02","폐업","20070209","","","","","412.00","130839","서울특별시 동대문구 장안동 310-8 외1필지 희헌빌딩 1층 ","","","(주)순호할인마트","2006-07-28 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","206341.538776724    ","452530.018811546    ","기타식품판매업","","","","","","","0","0","0","0","자가","0","0","N","0","","",""
"3020000","3020000-114-2022-00001","2022-08-03","","01","영업/정상","01","영업","","","","","","321.65","140-854","서울특별시 용산구 이촌동 302-52 LG프라자 지하1층","서울특별시 용산구 이촌로 200, LG프라자 지하1층 지101호,지102호,지103호,지121호 (이촌동)","04427","지에스더프레시(GS THE FRESH) 용산이촌점","2023-02-21 10:52:32","U","2022-12-01 22:03:00.0","기타식품판매업","197221.439324261","446524.508385914","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-114-1996-01414","19960718","","01","영업/정상","01","영업","","","","","02 5718383","388.80","137898","서울특별시 서초구 양재동 372-0 ","서울특별시 서초구 동산로6길 3 (양재동)","06785","영동농업협동조합","2011-05-27 09:40:09","I","2018-08-31 23:59:59.0","기타식품판매업","203780.68087844     ","440963.328729366    ","기타식품판매업","","","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3210000","3210000-114-2010-00007","20100823","","01","영업/정상","01","영업","","","","","02  34598001","422.00","137806","서울특별시 서초구 반포동 96-6 지하 1층(전체 임대) ","서울특별시 서초구 서래로 23, 지하 1층 (반포동)","06576","홈플러스(주) 서래마을점","2021-06-04 14:26:27","U","2021-06-06 02:40:00.0","기타식품판매업","199759.700472443    ","443888.675880228    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
